popularity,acousticness,danceability,instrumentalness,speechiness,liveness,energy,loudness,valence,duration_ms,tempo,key,mode
65,0.00375,0.915,0.00241,0.04,0.253,0.668,-2.52,0.0387,145161,124.053,1,1
65,0.0119,0.725,0,0.159,0.086,0.725,-6.067,0.515,192027,140.003,8,0
65,0.833,0.528,1.53E-06,0.0523,0.103,0.523,-4.82,0.692,185979,93.06,7,1
65,0.037,0.764,0,0.0414,0.175,0.271,-5.697,0.0371,262453,116.019,0,1
65,0.55,0.762,0,0.112,0.115,0.553,-7.207,0.773,157863,119.973,5,0
65,0.282,0.556,0,0.313,0.216,0.481,-7.663,0.581,120137,149.025,11,1
65,0.158,0.89,0.000228,0.124,0.118,0.607,-6.916,0.224,233040,134.022,9,0
65,0.953,0.493,0.00739,0.0309,0.151,0.284,-12.815,0.199,216000,79.959,2,1
65,0.416,0.703,0,0.454,0.178,0.39,-16.091,0.624,124891,79.884,2,1
65,0.00102,0.566,0,0.323,0.158,0.724,-4.574,0.407,225267,81.774,1,1
65,0.157,0.767,0.0116,0.0983,0.0836,0.611,-5.173,0.11,183960,94.034,5,0
65,0.299,0.831,0,0.143,0.0757,0.32,-7.916,0.319,217778,80.935,7,1
65,0.0038,0.593,0.0126,0.0304,0.0804,0.658,-4.957,0.27,235272,116.021,2,1
65,0.772,0.44,0.00144,0.0459,0.0951,0.227,-15.486,0.0844,334902,132.354,7,1
65,0.278,0.863,0.0826,0.17,0.0991,0.717,-3.143,0.357,157259,152.05,4,0
65,0.761,0.403,0.0618,0.0531,0.123,0.234,-17.865,0.13,164430,144.226,4,1
65,0.0604,0.966,0.22,0.0674,0.0511,0.435,-4.944,0.561,126386,111.16,1,1
65,0.313,0.85,0,0.338,0.194,0.787,-4.134,0.7,279867,87.983,8,0
65,0.126,0.58,7.32E-05,0.104,0.099,0.469,-5.946,0.369,165053,110.573,0,0
65,0.403,0.775,0,0.141,0.148,0.412,-11.789,0.658,312000,139.967,2,1
65,0.22,0.741,0,0.0947,0.0981,0.556,-6.647,0.616,156512,140.056,7,0
65,0.0626,0.727,1.21E-06,0.0488,0.176,0.72,-5.856,0.589,238893,140.08,11,0
65,0.528,0.793,0,0.0368,0.158,0.572,-8.435,0.909,202125,119.955,9,0
65,0.921,0.369,0.000718,0.0317,0.168,0.3,-11.994,0.24,210907,75.745,0,1
65,0.413,0.636,0,0.329,0.339,0.501,-7.26,0.196,265120,82.309,11,0
65,0.795,0.712,0,0.511,0.187,0.374,-10.215,0.779,108035,133.952,0,0
65,0.625,0.711,0,0.04,0.241,0.382,-10.146,0.62,175000,128.023,8,1
65,0.00597,0.888,0.0365,0.0604,0.153,0.586,-6.745,0.401,158757,150.051,0,1
65,3.83E-05,0.478,2.77E-05,0.0858,0.295,0.971,-2.729,0.284,189120,90.526,7,1
65,0.113,0.88,0.00264,0.0953,0.0943,0.775,-5.133,0.284,199400,96.503,7,1
65,0.251,0.859,0,0.357,0.132,0.605,-7.635,0.722,245303,82.91,7,0
65,0.621,0.681,1.24E-06,0.0423,0.137,0.474,-8.623,0.7,142840,71.957,7,0
65,0.0591,0.731,0,0.0434,0.0874,0.657,-8.56,0.49,184490,159.97,0,1
65,0.3,0.428,0,0.179,0.136,0.754,-6.416,0.394,315773,125.948,5,0
65,0.12,0.916,2.63E-06,0.162,0.211,0.493,-7.371,0.327,195591,140.057,1,0
65,0.00235,0.835,0.743,0.0949,0.0602,0.828,-4.512,0.178,320280,107.995,4,0
65,0.00202,0.966,0,0.0618,0.105,0.563,-5.764,0.363,173926,104.991,8,1
65,0.802,0.431,0,0.0518,0.0862,0.195,-13.207,0.157,204347,80.983,5,1
65,0.0519,0.567,0,0.0554,0.183,0.651,-7.146,0.519,199147,93.989,5,0
65,0.0403,0.74,2.77E-06,0.196,0.253,0.631,-4.865,0.887,225973,109.029,11,1
65,0.358,0.591,0,0.16,0.357,0.488,-11.178,0.362,141928,109.9,8,1
65,0.0409,0.66,0.00595,0.0387,0.102,0.658,-6.127,0.153,207071,176.701,7,1
65,0.00214,0.779,0,0.258,0.102,0.767,-5.462,0.523,154565,91.981,11,0
65,0.00123,0.644,0,0.0939,0.0793,0.928,-2.966,0.571,189910,95.059,6,0
65,0.267,0.66,0,0.0594,0.0857,0.357,-8.55,0.518,188387,119.835,10,0
65,0.243,0.697,0,0.031,0.189,0.521,-6.519,0.331,208486,91.998,5,1
65,0.144,0.632,0.0211,0.126,0.125,0.807,-5.893,0.784,197933,160.174,0,1
65,0.44,0.52,0,0.462,0.185,0.594,-8.81,0.393,230240,129.216,11,0
65,0.0298,0.615,0,0.032,0.106,0.66,-5.55,0.185,214293,115.037,9,0
65,0.15,0.651,0,0.324,0.0928,0.569,-10.156,0.36,166870,96.795,10,1
65,0.781,0.663,2.33E-06,0.0365,0.113,0.785,-3.874,0.84,200071,107.455,11,0
65,0.406,0.426,0.00335,0.0616,0.362,0.284,-15.492,0.311,268597,112.039,2,1
65,0.841,0.634,0.0213,0.0774,0.11,0.293,-15.248,0.349,87405,115.186,6,0
65,0.00555,0.815,0.498,0.213,0.0983,0.884,-4.146,0.638,140488,145.031,1,1
65,0.00527,0.376,0.00162,0.0325,0.123,0.473,-5.636,0.0398,314663,148.835,4,1
65,0.209,0.526,0,0.0813,0.0936,0.459,-7.632,0.329,202000,180.094,0,1
65,0.019,0.611,0.0185,0.0342,0.114,0.809,-6.63,0.428,349293,118.003,6,0
65,0.244,0.696,0,0.281,0.437,0.634,-6.918,0.728,142192,89.973,9,0
65,0.00463,0.602,0.000161,0.105,0.319,0.792,-4.509,0.491,178524,173.972,8,1
65,0.275,0.773,0,0.223,0.112,0.673,-5.697,0.592,275827,143.957,1,1
65,0.296,0.764,1.01E-05,0.14,0.0769,0.548,-7.627,0.519,177040,151.02,6,1
65,0.0781,0.777,1.02E-06,0.0357,0.0869,0.577,-6.872,0.381,206581,109.019,11,0
65,0.314,0.755,2.38E-06,0.186,0.0628,0.769,-5.658,0.642,186080,114.966,10,0
65,0.527,0.798,0.000353,0.0303,0.0959,0.556,-8.597,0.627,236727,109.994,11,1
65,0.047,0.534,0.0328,0.0401,0.0883,0.582,-7.912,0.346,203667,84.183,5,1
65,0.331,0.741,0,0.136,0.277,0.5,-9.525,0.335,285597,96.273,0,1
65,0.0186,0.617,0,0.0402,0.187,0.463,-7.978,0.24,160444,83.931,11,0
65,0.177,0.667,0.0152,0.0665,0.0933,0.824,-5.867,0.518,207851,114.998,8,1
65,0.0214,0.651,0,0.172,0.14,0.833,-3.356,0.443,304512,155.051,1,1
65,0.0319,0.798,0.00029,0.276,0.905,0.666,-4.876,0.808,166408,149.884,5,0
65,0.0495,0.664,8.18E-06,0.0283,0.075,0.524,-5.178,0.475,225956,91.027,2,1
65,0.421,0.778,0,0.0547,0.0898,0.681,-3.139,0.782,281519,76.944,9,1
65,0.175,0.885,0,0.351,0.234,0.641,-4.455,0.201,142582,91.167,1,1
65,0.00215,0.599,0,0.0407,0.146,0.932,-5.622,0.539,208300,102.065,11,1
65,0.0206,0.966,4.06E-06,0.101,0.0715,0.633,-6.392,0.767,199000,108.011,2,1
65,0.256,0.661,0.0246,0.028,0.105,0.52,-8.367,0.427,330987,127.089,11,0
65,0.645,0.547,0,0.0348,0.148,0.289,-8.131,0.213,181913,104.851,0,1
65,0.853,0.569,0.000151,0.0277,0.128,0.319,-12.85,0.32,173716,79.997,8,1
65,0.561,0.728,2.22E-06,0.0364,0.0571,0.385,-6.52,0.922,216843,139.922,10,1
65,0.0376,0.741,0,0.112,0.582,0.926,-3.968,0.571,198867,106.99,9,0
65,0.246,0.761,0,0.0897,0.103,0.761,-5.721,0.483,225698,121.972,5,0
65,0.206,0.823,3.95E-06,0.0431,0.106,0.378,-6.906,0.54,201960,124.084,0,1
65,0.828,0.447,0.0049,0.0342,0.118,0.263,-13.754,0.0721,208937,147.161,5,0
65,0.0109,0.699,0.0794,0.0392,0.152,0.7,-5.704,0.3,184880,102.023,11,1
65,0.421,0.38,2.63E-06,0.0653,0.0788,0.553,-6.621,0.384,189333,179.629,7,1
65,0.295,0.639,0,0.0286,0.183,0.581,-5.233,0.475,205624,136.324,2,1
65,0.812,0.737,0,0.229,0.108,0.451,-9.405,0.664,159400,153.766,2,1
65,0.367,0.545,0,0.0279,0.118,0.458,-4.6,0.164,236360,79.943,5,0
65,0.375,0.36,0,0.0302,0.0768,0.533,-4.394,0.421,237577,92.854,3,1
65,0.0307,0.389,6.53E-05,0.0622,0.392,0.591,-8.437,0.252,271806,138.902,7,1
65,0.00366,0.589,4.87E-05,0.0623,0.0843,0.91,-4.206,0.394,212387,130.017,1,0
65,0.062,0.524,0,0.065,0.209,0.805,-4.08,0.354,230587,152.044,4,0
65,0.53,0.729,0,0.0415,0.0985,0.675,-5.62,0.332,214667,116.016,2,0
65,0.248,0.75,1.86E-06,0.112,0.114,0.607,-5.454,0.374,239928,155.007,4,0
65,0.581,0.672,2.08E-06,0.0268,0.101,0.715,-6.18,0.677,217173,104.989,0,1
65,0.459,0.342,0,0.0425,0.122,0.425,-9.064,0.115,199507,110.62,0,0
65,0.0126,0.469,3.76E-05,0.186,0.503,0.786,-5.396,0.409,177480,87.023,5,0
66,0.398,0.789,0,0.0406,0.0891,0.518,-5.417,0.78,266213,94.001,2,0
66,0.0915,0.546,8.67E-05,0.0401,0.168,0.786,-5.06,0.679,205333,126.003,3,0
66,0.725,0.581,0,0.0698,0.116,0.298,-9.54,0.168,184893,63.761,11,1
66,0.806,0.447,2.05E-06,0.0457,0.686,0.341,-9.769,0.371,175120,138.969,2,1
66,0.152,0.726,0,0.296,0.642,0.605,-5.002,0.36,202301,139.233,7,1
66,0.754,0.755,0,0.0751,0.127,0.517,-9.804,0.699,154560,129.027,4,0
66,0.482,0.722,0,0.373,0.0954,0.81,-3.395,0.937,234556,176.108,5,1
66,0.0506,0.538,9.52E-05,0.0343,0.1,0.751,-5.472,0.51,201832,143.964,7,1
66,0.119,0.485,0.00278,0.0453,0.0787,0.591,-3.888,0.636,218493,160.336,10,1
66,0.0325,0.725,3.55E-06,0.0363,0.0531,0.674,-5.254,0.773,213693,120.057,11,0
66,0.00907,0.833,5.91E-06,0.211,0.124,0.203,-12.456,0.04,161558,100.023,10,0
66,0.259,0.715,7.48E-06,0.0507,0.128,0.529,-9.019,0.467,283321,148.037,11,0
66,0.0835,0.807,0,0.274,0.151,0.602,-5.005,0.252,151649,95.031,11,1
66,0.0153,0.517,0,0.0558,0.106,0.813,-6.325,0.444,222147,83.005,1,1
66,0.394,0.769,0,0.262,0.106,0.627,-4.064,0.49,164038,157.938,7,1
66,0.191,0.467,0,0.0302,0.0769,0.701,-4.997,0.28,214219,132.041,4,1
66,0.0906,0.762,0,0.164,0.17,0.705,-5.195,0.264,142893,122.955,6,0
66,0.295,0.737,0,0.0732,0.103,0.542,-7.593,0.385,212175,119.973,8,1
66,0.0435,0.527,1.74E-05,0.0355,0.125,0.671,-3.945,0.581,208067,112.934,2,1
66,0.63,0.473,0,0.0367,0.142,0.217,-10.739,0.628,216989,164.02,4,1
66,0.177,0.856,0,0.143,0.193,0.652,-5.324,0.471,219307,97.017,1,1
66,0.167,0.28,0,0.111,0.139,0.821,-2.864,0.254,256163,181.444,8,0
66,0.0716,0.71,1.07E-06,0.0579,0.206,0.71,-2.474,0.7,217813,169.944,0,1
66,0.122,0.75,0,0.487,0.0993,0.387,-10.123,0.739,102560,143.019,1,0
66,0.0152,0.817,0,0.249,0.125,0.646,-5.12,0.835,213080,162.898,4,0
66,0.0152,0.879,0,0.0889,0.391,0.595,-2.936,0.355,215227,125.994,1,1
66,0.266,0.81,0,0.105,0.174,0.458,-7.495,0.493,271067,125.049,4,0
66,0.812,0.576,0.125,0.231,0.0943,0.556,-6.474,0.294,312960,148.173,0,1
66,0.105,0.95,0,0.462,0.411,0.489,-8.411,0.919,158769,130.021,8,1
66,0.145,0.679,0,0.445,0.182,0.648,-5.892,0.635,190177,94.378,2,1
66,0.00871,0.547,0,0.042,0.1,0.789,-5.619,0.345,193911,129.916,8,1
66,0.352,0.543,0,0.211,0.28,0.575,-7.155,0.234,239960,83.941,6,0
66,0.00207,0.836,0,0.243,0.11,0.579,-6.164,0.431,213358,85.486,9,1
66,0.768,0.622,0.00906,0.0445,0.134,0.229,-11.322,0.0998,237093,81.87,1,1
66,0.298,0.872,0,0.156,0.138,0.752,-9.425,0.327,170906,118.002,4,1
66,0.127,0.745,0,0.0346,0.103,0.672,-5.738,0.641,177697,108.031,9,1
66,0.395,0.763,7.97E-06,0.279,0.568,0.381,-13.211,0.0976,184324,130.968,6,1
66,0.181,0.643,0.033,0.0387,0.798,0.492,-9.314,0.601,186105,107.954,4,0
66,0.0138,0.812,0,0.327,0.132,0.71,-6.321,0.805,145625,84.963,10,0
66,0.223,0.718,0,0.142,0.12,0.795,-3.978,0.292,183827,130.77,0,0
66,0.944,0.479,9.42E-05,0.0639,0.126,0.0436,-22.849,0.133,198808,79.141,0,1
66,0.766,0.649,0.00294,0.0313,0.0816,0.428,-4.584,0.514,127040,77.057,8,0
66,0.114,0.653,3.23E-06,0.0663,0.117,0.78,-7.253,0.26,204000,179.928,5,0
66,0.216,0.597,0,0.0537,0.112,0.524,-7.247,0.0549,171333,92.568,11,1
66,0.179,0.614,1.72E-05,0.0955,0.163,0.719,-4.694,0.34,271733,160.075,9,1
66,0.0248,0.414,0,0.254,0.0793,0.677,-5.12,0.0853,302173,172.521,1,1
66,0.744,0.507,2.98E-06,0.0377,0.261,0.616,-4.746,0.353,161093,65.372,4,1
66,0.0511,0.968,0,0.255,0.0731,0.589,-7.808,0.268,262308,129.993,11,1
66,0.404,0.711,0,0.0322,0.122,0.545,-6.81,0.345,217182,108.02,11,1
66,0.132,0.859,0,0.182,0.334,0.413,-7.399,0.697,194230,115.035,1,1
66,0.86,0.522,0.000806,0.0258,0.142,0.256,-11.216,0.13,296387,76.349,10,1
66,0.00756,0.448,0,0.0319,0.117,0.826,-3.244,0.19,254805,77.093,2,0
66,0.157,0.572,7.21E-06,0.0764,0.109,0.82,-6.4,0.144,236747,139.003,6,0
66,0.64,0.536,5.88E-06,0.123,0.147,0.426,-10.446,0.375,211567,135.872,7,1
66,0.598,0.714,0,0.037,0.0943,0.647,-6.865,0.67,146225,150.992,8,1
66,0.931,0.41,0.0898,0.0337,0.118,0.141,-18.564,0.239,203560,149.884,2,1
66,0.774,0.639,0.469,0.0301,0.0857,0.312,-9.902,0.347,150769,103.369,0,1
66,0.267,0.724,5.41E-06,0.244,0.118,0.68,-8.04,0.247,144000,79.997,7,0
66,0.141,0.724,0.000218,0.29,0.104,0.6,-4.391,0.466,196387,86.984,10,0
66,0.657,0.604,0,0.0353,0.0932,0.449,-6.564,0.528,322027,100.355,9,0
66,0.934,0.603,4.53E-05,0.0299,0.112,0.231,-10.135,0.409,142356,103.986,9,1
66,0.637,0.597,0,0.0835,0.137,0.559,-7.219,0.268,248803,145.826,1,0
66,0.0366,0.637,0.0308,0.0337,0.0809,0.856,-5.649,0.285,167107,160.068,1,1
66,0.811,0.728,0,0.143,0.117,0.668,-8.386,0.857,185091,82.967,2,0
66,0.00546,0.546,0,0.0784,0.382,0.839,-5.365,0.491,174307,77.009,6,0
66,0.118,0.767,0,0.0509,0.0737,0.561,-7.418,0.542,192229,90.021,2,0
66,0.135,0.548,0,0.0644,0.102,0.839,-2.371,0.314,218296,98.932,6,1
66,0.198,0.505,0,0.425,0.125,0.86,-6.276,0.576,199547,191.535,2,1
66,0.959,0.509,0.229,0.0313,0.0963,0.31,-10.623,0.151,208653,137.474,9,1
66,0.124,0.655,3.75E-06,0.0389,0.106,0.56,-7.97,0.0917,168484,154.957,9,1
66,0.224,0.469,0,0.122,0.13,0.78,-6.49,0.444,233061,125.999,10,0
66,0.765,0.824,7.55E-05,0.0921,0.0845,0.0312,-15.873,0.314,99838,72.727,7,1
66,0.0123,0.576,0.00241,0.0346,0.467,0.782,-6.167,0.367,223893,87.971,1,1
66,0.218,0.543,1.53E-06,0.113,0.085,0.682,-5.81,0.424,195502,179.969,3,1
66,0.000837,0.611,0,0.0437,0.112,0.602,-4.89,0.624,148460,168.154,5,1
66,0.00608,0.604,0.109,0.0555,0.11,0.736,-5.596,0.345,211360,118.012,10,0
66,0.301,0.673,5.82E-06,0.0278,0.0705,0.579,-5.398,0.578,214908,109.976,0,1
66,0.806,0.676,0,0.0308,0.125,0.556,-7.058,0.851,194715,119.007,6,0
66,0.185,0.727,3.58E-06,0.136,0.125,0.58,-6.804,0.325,159229,137.048,2,0
66,0.631,0.533,0.681,0.033,0.072,0.313,-16.827,0.517,143356,148.926,2,1
66,0.114,0.724,0,0.321,0.1,0.685,-4.068,0.862,143250,150.016,3,0
66,0.0553,0.66,0,0.172,0.129,0.775,-4.926,0.635,157643,157.036,2,1
66,0.229,0.58,0,0.106,0.109,0.687,-5.4,0.187,240600,76.014,6,1
66,0.204,0.643,0,0.0407,0.0707,0.638,-4.947,0.6,226107,82.001,1,0
66,0.158,0.785,4.60E-06,0.0675,0.181,0.626,-8.03,0.183,193211,154.946,4,0
66,0.153,0.664,9.14E-05,0.0543,0.173,0.688,-6.466,0.65,230063,106.022,11,0
66,0.428,0.793,0,0.0462,0.0823,0.488,-5.807,0.5,184005,133.957,2,0
66,0.00436,0.549,0,0.22,0.0698,0.497,-8.645,0.113,84558,65.919,3,0
66,0.0311,0.885,0,0.2,0.154,0.543,-6.338,0.43,195992,99.026,2,1
66,0.996,0.121,0.424,0.056,0.126,0.633,-24.715,1.00E-05,133583,78.844,10,0
66,0.0068,0.629,7.78E-05,0.0323,0.0807,0.414,-5.782,0.417,202760,81.941,1,1
66,0.296,0.785,0,0.193,0.176,0.831,-4.439,0.581,146413,134.829,9,1
66,0.0234,0.695,0,0.104,0.277,0.881,-2.082,0.947,197789,142.018,1,1
66,0.192,0.32,0,0.0493,0.102,0.63,-7.019,0.323,221987,203.443,10,0
66,0.63,0.722,0.000256,0.0451,0.129,0.475,-6.099,0.784,155162,135.874,10,1
66,0.554,0.716,0,0.0554,0.0993,0.519,-7.472,0.466,200600,87.963,7,1
66,0.00699,0.618,1.03E-06,0.0439,0.202,0.867,-4.915,0.579,173082,98.03,0,1
66,0.00906,0.508,1.28E-05,0.123,0.316,0.991,-1.768,0.295,225000,95.524,1,0
66,9.16E-05,0.495,0,0.0368,0.167,0.787,-6.89,0.388,185467,140.003,8,1
66,0.059,0.697,0,0.0282,0.0762,0.551,-6.179,0.339,212002,99.996,5,0
66,0.17,0.545,0,0.454,0.145,0.975,-3.193,0.609,131674,123.906,10,0
66,0.554,0.775,0.00285,0.092,0.112,0.271,-9.131,0.204,196998,104.001,1,0
66,0.0016,0.638,0.00655,0.0425,0.121,0.679,-5.278,0.596,181880,81.045,4,1
66,0.0907,0.723,0,0.279,0.0771,0.906,-4.778,0.398,225221,125.019,1,0
66,0.0576,0.789,0,0.114,0.104,0.797,-2.726,0.73,171338,162.079,11,0
66,0.649,0.801,0,0.0576,0.109,0.65,-7.855,0.237,197914,119.993,0,1
66,0.552,0.85,0,0.0689,0.127,0.488,-7.052,0.531,231654,92.023,1,1
66,0.263,0.741,5.15E-06,0.0956,0.266,0.747,-5.459,0.831,219107,134.039,9,0
66,0.401,0.918,7.28E-06,0.115,0.0805,0.602,-3.986,0.158,275693,96.518,4,0
66,0.446,0.735,3.52E-06,0.0299,0.129,0.49,-4.937,0.89,241907,135.159,5,1
66,0.0237,0.813,0,0.0918,0.288,0.875,-2.92,0.756,232966,99.004,1,0
66,0.391,0.785,0.0161,0.0732,0.267,0.379,-11.446,0.182,357357,122.043,7,1
66,0.0268,0.769,9.95E-05,0.0339,0.084,0.817,-4.092,0.866,218615,139.979,0,0
66,0.322,0.702,0,0.0417,0.0858,0.623,-8.36,0.503,201198,104.974,0,1
66,0.21,0.746,0.0363,0.0776,0.225,0.862,-6.11,0.604,246970,122.011,8,1
66,0.154,0.711,0,0.0391,0.149,0.517,-7.695,0.294,204516,119.945,11,1
66,0.0138,0.706,0,0.16,0.595,0.896,-4.456,0.767,204931,117.038,1,1
66,0.0404,0.841,0,0.0776,0.126,0.623,-6.76,0.744,164147,121.983,0,1
67,0.184,0.491,0,0.0464,0.119,0.835,-4.272,0.711,207173,185.956,1,1
67,0.143,0.375,0,0.0315,0.11,0.574,-5.305,0.406,196800,132.025,7,1
67,0.139,0.851,0,0.0694,0.105,0.666,-5.334,0.0585,129105,134.068,11,0
67,0.242,0.557,0,0.0325,0.114,0.814,-3.241,0.582,185067,143.935,11,1
67,0.038,0.859,0,0.142,0.105,0.675,-6.683,0.183,175788,99.941,1,1
67,0.109,0.49,0,0.0363,0.168,0.889,-2.94,0.672,172080,144.089,6,1
67,0.39,0.493,0,0.0691,0.0957,0.796,-3.971,0.644,212107,159.988,11,1
67,0.0788,0.799,5.66E-06,0.0611,0.1,0.597,-5.131,0.419,199849,110.001,5,0
67,0.00867,0.799,0,0.204,0.132,0.699,-7.694,0.627,214851,142.979,2,1
67,0.254,0.579,0,0.0293,0.099,0.511,-6.788,0.594,230973,78.003,8,1
67,0.443,0.849,0.000141,0.291,0.0786,0.483,-7.114,0.282,165618,101.015,6,0
67,0.00114,0.541,1.09E-06,0.028,0.151,0.616,-6.53,0.203,198600,144.218,0,1
67,0.0561,0.43,0,0.0336,0.704,0.708,-7.14,0.243,234731,75.024,0,1
67,0.00204,0.487,6.42E-06,0.0529,0.11,0.9,-4.54,0.377,248373,149.959,5,1
67,0.0137,0.603,0,0.0463,0.513,0.852,-5.166,0.655,160991,124.091,7,1
67,0.632,0.744,0,0.0513,0.605,0.516,-6.365,0.281,152293,97.944,2,1
67,0.232,0.561,0,0.0717,0.107,0.832,-7.661,0.666,176874,93.991,9,1
67,0.571,0.866,0,0.32,0.1,0.388,-11.009,0.556,205091,109.976,9,1
67,0.128,0.776,0,0.104,0.0932,0.608,-6.478,0.402,116681,156.025,10,0
67,0.00289,0.593,0.0257,0.0399,0.14,0.697,-5.416,0.428,230960,170,7,1
67,0.00661,0.87,0.000483,0.277,0.108,0.35,-6.082,0.175,168347,74.963,1,1
67,0.0117,0.73,0,0.278,0.28,0.465,-6.29,0.367,170920,148.028,1,1
67,0.248,0.797,0.0496,0.037,0.132,0.69,-5.845,0.184,197419,124,7,0
67,0.54,0.791,0,0.0698,0.103,0.557,-9.622,0.284,345213,119.973,7,0
67,0.903,0.637,0,0.0405,0.107,0.129,-11.89,0.368,214240,139.742,2,1
67,0.818,0.656,0.00386,0.162,0.107,0.33,-8.771,0.349,250120,119.057,8,1
67,0.00039,0.354,6.36E-06,0.237,0.431,0.942,-3.245,0.242,207987,119.992,7,1
67,0.00558,0.784,0.000286,0.187,0.106,0.586,-3.417,0.656,171818,132.169,1,1
67,0.115,0.772,0,0.649,0.0898,0.498,-7.661,0.351,216727,81.817,8,1
67,0.443,0.803,3.32E-05,0.0745,0.127,0.449,-6.861,0.655,191935,90.077,11,1
67,0.0467,0.734,0,0.308,0.0477,0.493,-7.528,0.562,233750,86.043,0,1
67,0.152,0.467,0.683,0.1,0.291,0.553,-9.692,0.39,122070,144.943,6,0
67,7.74E-05,0.899,0,0.178,0.12,0.535,-6.423,0.183,151667,145.02,1,1
67,0.00322,0.515,0.00229,0.0398,0.149,0.804,-5.345,0.298,287080,123.969,6,0
67,0.0405,0.884,0,0.364,0.195,0.698,-9.101,0.575,191938,140.068,0,1
67,0.0372,0.706,0,0.0416,0.379,0.559,-5.216,0.252,217405,78.534,4,0
67,0.112,0.832,1.29E-05,0.036,0.0945,0.346,-9.64,0.688,139851,98.512,0,1
67,0.171,0.713,1.16E-06,0.0422,0.118,0.62,-4.513,0.206,211785,130.09,0,1
67,0.0226,0.698,0,0.052,0.0622,0.66,-7.883,0.451,248521,159.949,0,1
67,0.626,0.646,1.30E-05,0.247,0.107,0.335,-9.915,0.419,92093,167.927,3,0
67,0.368,0.737,0,0.51,0.306,0.77,-7.753,0.431,188990,158.351,10,0
67,0.455,0.674,0.00091,0.147,0.208,0.615,-8.188,0.756,234056,85.048,0,1
67,0.618,0.716,0.257,0.0305,0.136,0.515,-9.651,0.383,158726,99.284,11,0
67,0.217,0.895,3.00E-06,0.227,0.239,0.839,-4.512,0.756,286117,149.951,0,1
67,0.805,0.657,1.58E-06,0.0293,0.103,0.396,-9.255,0.115,239787,110.003,7,1
67,0.0709,0.914,0.00237,0.166,0.0599,0.572,-8.82,0.203,265480,123.963,2,1
67,0.15,0.683,0,0.341,0.227,0.776,-3.251,0.223,188773,173.996,1,0
67,0.0216,0.873,0.000356,0.15,0.0867,0.663,-4.086,0.525,115194,135.499,1,1
67,0.0315,0.724,1.42E-05,0.0497,0.111,0.45,-5.763,0.464,180560,140.978,4,0
67,0.126,0.761,0,0.182,0.0839,0.598,-7.249,0.446,163974,173.897,10,0
67,0.0636,0.774,0,0.065,0.138,0.507,-6.952,0.508,130403,140.067,1,0
67,0.253,0.811,0,0.129,0.148,0.57,-8.093,0.814,251250,128.066,5,1
67,0.948,0.373,0,0.0407,0.0816,0.123,-15.193,0.138,220813,97.129,7,1
67,0.667,0.626,0,0.0339,0.0605,0.323,-9.607,0.234,277327,130.082,4,1
67,0.106,0.795,0,0.0327,0.113,0.597,-6.395,0.849,167803,110.014,11,0
67,0.0235,0.736,0,0.133,0.151,0.622,-4.653,0.506,192779,191.971,6,0
67,0.00759,0.855,0,0.193,0.101,0.478,-9.116,0.284,221827,130.018,1,1
67,0.176,0.58,0,0.293,0.514,0.935,-4.847,0.666,219400,129.173,6,0
67,0.69,0.796,0,0.0558,0.0646,0.53,-5.967,0.754,177141,105.031,8,1
67,0.14,0.622,0.000369,0.0372,0.119,0.46,-8.389,0.514,242341,183.241,7,0
67,0.608,0.626,0,0.0739,0.493,0.676,-3.178,0.684,163560,140.677,7,1
67,0.697,0.631,0,0.0256,0.21,0.455,-7.221,0.747,86462,96.005,2,0
67,0.655,0.416,2.82E-06,0.0385,0.12,0.649,-5.271,0.474,188851,112.482,11,0
67,0.105,0.774,0.741,0.214,0.348,0.352,-13.13,0.258,105143,80.51,6,0
67,0.0356,0.525,0,0.0455,0.103,0.785,-2.407,0.47,234001,170.116,2,0
67,0.0379,0.666,0.12,0.283,0.105,0.7,-5.497,0.294,79271,145.046,0,1
67,0.613,0.554,0.000257,0.231,0.0982,0.589,-8.163,0.414,207308,74.982,3,0
67,0.942,0.336,0,0.0497,0.188,0.231,-6.217,0.429,37640,168.685,1,1
67,0.883,0.61,0.0145,0.0331,0.103,0.258,-12.758,0.164,109986,127.08,0,1
67,0.265,0.777,0,0.328,0.0771,0.647,-6.802,0.606,187383,82.718,4,0
67,0.186,0.551,0.0791,0.0542,0.152,0.881,-6.099,0.387,153000,88.036,7,0
67,0.0105,0.53,0.00061,0.0503,0.379,0.816,-6.149,0.371,265373,87.019,9,1
67,0.0629,0.624,0,0.0498,0.135,0.785,-3.337,0.593,184460,163.929,8,1
67,0.635,0.54,1.93E-05,0.115,0.0993,0.439,-8.591,0.371,209547,167.908,10,1
67,0.03,0.585,8.41E-06,0.145,0.196,0.941,-3.278,0.45,153773,130.024,10,0
67,0.00302,0.394,0.019,0.0404,0.186,0.821,-4.304,0.509,223533,82.764,6,0
67,0.0166,0.766,2.30E-06,0.137,0.347,0.881,-5.158,0.674,174893,112.027,9,0
67,0.913,0.541,0.00199,0.313,0.126,0.0836,-12.663,0.452,122723,181.032,1,1
67,0.17,0.656,0,0.0392,0.219,0.616,-4.668,0.269,179411,98.871,5,1
67,0.0998,0.694,0.000635,0.162,0.12,0.63,-6.84,0.341,189493,90.045,7,0
67,0.0142,0.746,0.0107,0.169,0.121,0.825,-4.666,0.584,204150,152.914,1,1
